ts,has_bbox,conf,cx,cy,w,h,active_zone,zone_timer_sec,fps_receiver,fps_infer,fps_stream,jitter_px
1767346992.9055212,0,0.0000,0.00,0.00,0,0,,0.00,58.11,7.22,13.17,0.00
1767346993.047439,0,0.0000,0.00,0.00,0,0,,0.00,58.11,7.22,13.17,0.00
1767346993.1747425,0,0.0000,0.00,0.00,0,0,,0.00,58.11,7.22,13.17,0.00
1767346993.3133883,0,0.0000,0.00,0.00,0,0,,0.00,58.11,7.22,13.17,0.00
1767346993.440081,0,0.0000,0.00,0.00,0,0,,0.00,58.11,7.22,13.17,0.00
1767346993.5766551,0,0.0000,0.00,0.00,0,0,,0.00,58.11,7.22,13.17,0.00
1767346993.7060366,0,0.0000,0.00,0.00,0,0,,0.00,58.11,7.59,15.05,0.00
1767346993.8411748,0,0.0000,0.00,0.00,0,0,,0.00,59.88,7.59,15.05,0.00
1767346993.9674199,0,0.0000,0.00,0.00,0,0,,0.00,59.88,7.59,15.05,0.00
1767346994.1095796,0,0.0000,0.00,0.00,0,0,,0.00,59.88,7.59,15.05,0.00
1767346994.2345417,0,0.0000,0.00,0.00,0,0,,0.00,59.88,7.59,15.05,0.00
1767346994.3715107,0,0.0000,0.00,0.00,0,0,,0.00,59.88,7.59,15.05,0.00
1767346994.4990969,0,0.0000,0.00,0.00,0,0,,0.00,59.88,7.59,15.05,0.00
1767346994.625828,0,0.0000,0.00,0.00,0,0,,0.00,59.88,7.59,15.05,0.00
1767346994.7647972,0,0.0000,0.00,0.00,0,0,,0.00,62.72,7.56,14.30,0.00
1767346994.9101155,0,0.0000,0.00,0.00,0,0,,0.00,62.72,7.56,14.30,0.00
1767346995.0297167,0,0.0000,0.00,0.00,0,0,,0.00,62.72,7.56,14.30,0.00
1767346995.1708603,0,0.0000,0.00,0.00,0,0,,0.00,62.72,7.56,14.30,0.00
1767346995.296763,0,0.0000,0.00,0.00,0,0,,0.00,62.72,7.56,14.30,0.00
1767346995.4375098,0,0.0000,0.00,0.00,0,0,,0.00,62.72,7.56,14.30,0.00
1767346995.5773602,0,0.0000,0.00,0.00,0,0,,0.00,62.72,7.56,14.30,0.00
1767346995.709021,0,0.0000,0.00,0.00,0,0,,0.00,62.72,7.56,14.30,0.00
1767346995.8430467,0,0.0000,0.00,0.00,0,0,,0.00,59.96,7.42,14.77,0.00
1767346995.9670684,0,0.0000,0.00,0.00,0,0,,0.00,59.96,7.42,14.77,0.00
1767346996.110433,0,0.0000,0.00,0.00,0,0,,0.00,59.96,7.42,14.77,0.00
1767346996.238827,0,0.0000,0.00,0.00,0,0,,0.00,59.96,7.42,14.77,0.00
1767346996.3742595,0,0.0000,0.00,0.00,0,0,,0.00,59.96,7.42,14.77,0.00
1767346996.499259,0,0.0000,0.00,0.00,0,0,,0.00,59.96,7.42,14.77,0.00
1767346996.639306,0,0.0000,0.00,0.00,0,0,,0.00,59.96,7.42,14.77,0.00
1767346996.7791705,0,0.0000,0.00,0.00,0,0,,0.00,59.17,7.42,14.77,0.00
1767346996.905163,0,0.0000,0.00,0.00,0,0,,0.00,59.17,7.53,14.95,0.00
1767346997.0449073,0,0.0000,0.00,0.00,0,0,,0.00,59.17,7.53,14.95,0.00
1767346997.1765447,0,0.0000,0.00,0.00,0,0,,0.00,59.17,7.53,14.95,0.00
1767346997.300823,0,0.0000,0.00,0.00,0,0,,0.00,59.17,7.53,14.95,0.00
1767346997.4565852,0,0.0000,0.00,0.00,0,0,,0.00,59.17,7.53,14.95,0.00
1767346997.5871005,0,0.0000,0.00,0.00,0,0,,0.00,59.17,7.53,14.95,0.00
1767346997.738418,0,0.0000,0.00,0.00,0,0,,0.00,59.17,7.53,14.95,0.00
1767346997.8765829,0,0.0000,0.00,0.00,0,0,,0.00,58.00,7.53,14.75,0.00
1767346998.0166383,0,0.0000,0.00,0.00,0,0,,0.00,58.00,7.20,14.75,0.00
1767346998.142245,0,0.0000,0.00,0.00,0,0,,0.00,58.00,7.20,14.75,0.00
1767346998.2938802,0,0.0000,0.00,0.00,0,0,,0.00,58.00,7.20,14.75,0.00
1767346998.4201162,0,0.0000,0.00,0.00,0,0,,0.00,58.00,7.20,14.75,0.00
1767346998.5620773,0,0.0000,0.00,0.00,0,0,,0.00,58.00,7.20,14.75,0.00
1767346998.702336,0,0.0000,0.00,0.00,0,0,,0.00,58.00,7.20,14.75,0.00
1767346998.8449001,0,0.0000,0.00,0.00,0,0,,0.00,62.37,7.20,14.75,0.00
1767346998.9723053,0,0.0000,0.00,0.00,0,0,,0.00,62.37,7.20,14.30,0.00
1767346999.1075227,0,0.0000,0.00,0.00,0,0,,0.00,62.37,7.33,14.30,0.00
1767346999.234453,0,0.0000,0.00,0.00,0,0,,0.00,62.37,7.33,14.30,0.00
1767346999.3752673,0,0.0000,0.00,0.00,0,0,,0.00,62.37,7.33,14.30,0.00
1767346999.5155947,0,0.0000,0.00,0.00,0,0,,0.00,62.37,7.33,14.30,0.00
1767346999.6477354,0,0.0000,0.00,0.00,0,0,,0.00,62.37,7.33,14.30,0.00
1767346999.780885,0,0.0000,0.00,0.00,0,0,,0.00,62.37,7.33,14.30,0.00
1767346999.9232788,0,0.0000,0.00,0.00,0,0,,0.00,57.10,7.33,14.30,0.00
1767347000.0791647,0,0.0000,0.00,0.00,0,0,,0.00,57.10,7.33,13.91,0.00
1767347000.2039845,0,0.0000,0.00,0.00,0,0,,0.00,57.10,7.30,13.91,0.00
1767347000.3651986,0,0.0000,0.00,0.00,0,0,,0.00,57.10,7.30,13.91,0.00
1767347000.5024588,0,0.0000,0.00,0.00,0,0,,0.00,57.10,7.30,13.91,0.00
1767347000.6411963,0,0.0000,0.00,0.00,0,0,,0.00,57.10,7.30,13.91,0.00
1767347000.771662,0,0.0000,0.00,0.00,0,0,,0.00,57.10,7.30,13.91,0.00
1767347000.9231086,0,0.0000,0.00,0.00,0,0,,0.00,59.82,7.30,13.91,0.00
1767347001.085594,0,0.0000,0.00,0.00,0,0,,0.00,59.82,7.30,14.40,0.00
1767347001.2141542,0,0.0000,0.00,0.00,0,0,,0.00,59.82,6.93,14.40,0.00
1767347001.343195,0,0.0000,0.00,0.00,0,0,,0.00,59.82,6.93,14.40,0.00
1767347001.468285,0,0.0000,0.00,0.00,0,0,,0.00,59.82,6.93,14.40,0.00
1767347001.608179,0,0.0000,0.00,0.00,0,0,,0.00,59.82,6.93,14.40,0.00
1767347001.7563186,0,0.0000,0.00,0.00,0,0,,0.00,59.82,6.93,14.40,0.00
1767347001.8805313,0,0.0000,0.00,0.00,0,0,,0.00,62.96,6.93,14.40,0.00
1767347002.0001886,0,0.0000,0.00,0.00,0,0,,0.00,62.96,6.93,14.40,0.00
1767347002.1404836,0,0.0000,0.00,0.00,0,0,,0.00,62.96,6.93,13.52,0.00
1767347002.2857215,0,0.0000,0.00,0.00,0,0,,0.00,62.96,7.47,13.52,0.00
1767347002.4350576,0,0.0000,0.00,0.00,0,0,,0.00,62.96,7.47,13.52,0.00
1767347002.5771763,0,0.0000,0.00,0.00,0,0,,0.00,62.96,7.47,13.52,0.00
1767347002.7025213,0,0.0000,0.00,0.00,0,0,,0.00,62.96,7.47,13.52,0.00
1767347002.8417137,0,0.0000,0.00,0.00,0,0,,0.00,62.96,7.47,13.52,0.00
1767347002.9675643,0,0.0000,0.00,0.00,0,0,,0.00,57.38,7.47,13.52,0.00
1767347003.1068919,0,0.0000,0.00,0.00,0,0,,0.00,57.38,7.47,14.57,0.00
1767347003.2333448,0,0.0000,0.00,0.00,0,0,,0.00,57.38,7.47,14.57,0.00
1767347003.3874474,0,0.0000,0.00,0.00,0,0,,0.00,57.38,7.26,14.57,0.00
1767347003.5138605,0,0.0000,0.00,0.00,0,0,,0.00,57.38,7.26,14.57,0.00
1767347003.6407237,0,0.0000,0.00,0.00,0,0,,0.00,57.38,7.26,14.57,0.00
1767347003.7797568,0,0.0000,0.00,0.00,0,0,,0.00,57.38,7.26,14.57,0.00
1767347003.9330192,0,0.0000,0.00,0.00,0,0,,0.00,63.15,7.26,14.57,0.00
1767347004.077163,0,0.0000,0.00,0.00,0,0,,0.00,63.15,7.26,14.57,0.00
1767347004.2181017,0,0.0000,0.00,0.00,0,0,,0.00,63.15,7.26,14.32,0.00
1767347004.344145,0,0.0000,0.00,0.00,0,0,,0.00,63.15,7.26,14.32,0.00
1767347004.4734426,0,0.0000,0.00,0.00,0,0,,0.00,63.15,7.37,14.32,0.00
1767347004.6070516,0,0.0000,0.00,0.00,0,0,,0.00,63.15,7.37,14.32,0.00
1767347004.7396264,0,0.0000,0.00,0.00,0,0,,0.00,63.15,7.37,14.32,0.00
1767347004.8745215,0,0.0000,0.00,0.00,0,0,,0.00,63.15,7.37,14.32,0.00
1767347005.0145729,0,0.0000,0.00,0.00,0,0,,0.00,56.90,7.37,14.32,0.00
1767347005.1659355,0,0.0000,0.00,0.00,0,0,,0.00,56.90,7.37,14.32,0.00
1767347005.293146,0,0.0000,0.00,0.00,0,0,,0.00,56.90,7.37,14.70,0.00
1767347005.4368892,0,0.0000,0.00,0.00,0,0,,0.00,56.90,7.37,14.70,0.00
1767347005.5935612,0,0.0000,0.00,0.00,0,0,,0.00,56.90,7.14,14.70,0.00
1767347005.7327952,0,0.0000,0.00,0.00,0,0,,0.00,56.90,7.14,14.70,0.00
1767347005.8770068,0,0.0000,0.00,0.00,0,0,,0.00,56.90,7.14,14.70,0.00
1767347006.025781,0,0.0000,0.00,0.00,0,0,,0.00,62.85,7.14,14.70,0.00
1767347006.1711748,0,0.0000,0.00,0.00,0,0,,0.00,62.85,7.14,14.70,0.00
1767347006.3081446,0,0.0000,0.00,0.00,0,0,,0.00,62.85,7.14,13.93,0.00
1767347006.4596858,0,0.0000,0.00,0.00,0,0,,0.00,62.85,7.14,13.93,0.00
1767347006.5867336,0,0.0000,0.00,0.00,0,0,,0.00,62.85,7.14,13.93,0.00
1767347006.7319906,0,0.0000,0.00,0.00,0,0,,0.00,62.85,7.03,13.93,0.00
1767347006.8744025,0,0.0000,0.00,0.00,0,0,,0.00,62.85,7.03,13.93,0.00
1767347006.9984362,0,0.0000,0.00,0.00,0,0,,0.00,60.87,7.03,13.93,0.00
1767347007.1395926,0,0.0000,0.00,0.00,0,0,,0.00,60.87,7.03,13.93,0.00
1767347007.2788606,0,0.0000,0.00,0.00,0,0,,0.00,60.87,7.03,14.76,0.00
1767347007.406755,0,0.0000,0.00,0.00,0,0,,0.00,60.87,7.03,14.76,0.00
1767347007.5307596,0,0.0000,0.00,0.00,0,0,,0.00,60.87,7.03,14.76,0.00
1767347007.6735542,0,0.0000,0.00,0.00,0,0,,0.00,60.87,7.03,14.76,0.00
1767347007.7973053,0,0.0000,0.00,0.00,0,0,,0.00,60.87,7.51,14.76,0.00
1767347007.936208,0,0.0000,0.00,0.00,0,0,,0.00,60.87,7.51,14.76,0.00
1767347008.077856,0,0.0000,0.00,0.00,0,0,,0.00,56.75,7.51,14.76,0.00
1767347008.2054377,0,0.0000,0.00,0.00,0,0,,0.00,56.75,7.51,14.76,0.00
1767347008.3346705,0,0.0000,0.00,0.00,0,0,,0.00,56.75,7.51,14.73,0.00
1767347008.4673154,0,0.0000,0.00,0.00,0,0,,0.00,56.75,7.51,14.73,0.00
1767347008.6082,0,0.0000,0.00,0.00,0,0,,0.00,56.75,7.51,14.73,0.00
1767347008.738675,0,0.0000,0.00,0.00,0,0,,0.00,56.75,7.51,14.73,0.00
1767347008.8730366,0,0.0000,0.00,0.00,0,0,,0.00,56.75,7.44,14.73,0.00
1767347009.0211778,0,0.0000,0.00,0.00,0,0,,0.00,59.88,7.44,14.73,0.00
1767347009.1409907,0,0.0000,0.00,0.00,0,0,,0.00,59.88,7.44,14.73,0.00
1767347009.2652566,0,0.0000,0.00,0.00,0,0,,0.00,59.88,7.44,14.73,0.00
1767347009.4047258,0,0.0000,0.00,0.00,0,0,,0.00,59.88,7.44,15.10,0.00
1767347009.532129,0,0.0000,0.00,0.00,0,0,,0.00,59.88,7.44,15.10,0.00
1767347009.6707778,0,0.0000,0.00,0.00,0,0,,0.00,59.88,7.44,15.10,0.00
1767347009.8122997,0,0.0000,0.00,0.00,0,0,,0.00,59.88,7.44,15.10,0.00
1767347009.940714,0,0.0000,0.00,0.00,0,0,,0.00,59.88,7.49,15.10,0.00
1767347010.079562,0,0.0000,0.00,0.00,0,0,,0.00,60.08,7.49,15.10,0.00
1767347010.203365,0,0.0000,0.00,0.00,0,0,,0.00,60.08,7.49,15.10,0.00
1767347010.3423574,0,0.0000,0.00,0.00,0,0,,0.00,60.08,7.49,15.10,0.00
1767347010.4682274,0,0.0000,0.00,0.00,0,0,,0.00,60.08,7.49,13.93,0.00
1767347010.6071358,0,0.0000,0.00,0.00,0,0,,0.00,60.08,7.49,13.93,0.00
1767347010.7340636,0,0.0000,0.00,0.00,0,0,,0.00,60.08,7.49,13.93,0.00
1767347010.8758752,0,0.0000,0.00,0.00,0,0,,0.00,60.08,7.49,13.93,0.00
1767347011.0093873,0,0.0000,0.00,0.00,0,0,,0.00,60.08,7.49,13.93,0.00
1767347011.140904,0,0.0000,0.00,0.00,0,0,,0.00,57.42,7.49,13.93,0.00
1767347011.2810721,0,0.0000,0.00,0.00,0,0,,0.00,57.42,7.49,13.93,0.00
1767347011.412786,0,0.0000,0.00,0.00,0,0,,0.00,57.42,7.49,13.93,0.00
1767347011.5450928,0,0.0000,0.00,0.00,0,0,,0.00,57.42,7.49,14.95,0.00
1767347011.667597,0,0.0000,0.00,0.00,0,0,,0.00,57.42,7.49,14.95,0.00
1767347011.8063452,0,0.0000,0.00,0.00,0,0,,0.00,57.42,7.49,14.95,0.00
1767347011.9365094,0,0.0000,0.00,0.00,0,0,,0.00,57.42,7.49,14.95,0.00
1767347012.077184,0,0.0000,0.00,0.00,0,0,,0.00,62.76,7.49,14.95,0.00
1767347012.2077343,0,0.0000,0.00,0.00,0,0,,0.00,62.76,7.49,14.95,0.00
1767347012.3361368,0,0.0000,0.00,0.00,0,0,,0.00,62.76,7.49,14.95,0.00
1767347012.466153,0,0.0000,0.00,0.00,0,0,,0.00,62.76,7.49,14.95,0.00
1767347012.6062415,0,0.0000,0.00,0.00,0,0,,0.00,62.76,7.49,15.19,0.00
1767347012.7491126,0,0.0000,0.00,0.00,0,0,,0.00,62.76,7.49,15.19,0.00
1767347012.874785,0,0.0000,0.00,0.00,0,0,,0.00,62.76,7.49,15.19,0.00
1767347013.0147958,0,0.0000,0.00,0.00,0,0,,0.00,62.76,7.49,15.19,0.00
1767347013.1448364,0,0.0000,0.00,0.00,0,0,,0.00,60.86,7.49,15.19,0.00
1767347013.266364,0,0.0000,0.00,0.00,0,0,,0.00,60.86,7.49,15.19,0.00
1767347013.4055605,0,0.0000,0.00,0.00,0,0,,0.00,60.86,7.49,15.19,0.00
1767347013.5321002,0,0.0000,0.00,0.00,0,0,,0.00,60.86,7.49,15.19,0.00
1767347013.6763654,0,0.0000,0.00,0.00,0,0,,0.00,60.86,7.49,15.01,0.00
1767347013.8424888,0,0.0000,0.00,0.00,0,0,,0.00,60.86,7.49,15.01,0.00
1767347013.968309,0,0.0000,0.00,0.00,0,0,,0.00,60.86,7.49,15.01,0.00
1767347014.1090643,0,0.0000,0.00,0.00,0,0,,0.00,59.47,7.49,15.01,0.00
1767347014.2375007,0,0.0000,0.00,0.00,0,0,,0.00,59.47,7.32,15.01,0.00
1767347014.3667326,0,0.0000,0.00,0.00,0,0,,0.00,59.47,7.32,15.01,0.00
1767347014.5150888,0,0.0000,0.00,0.00,0,0,,0.00,59.47,7.32,15.01,0.00
1767347014.645239,0,0.0000,0.00,0.00,0,0,,0.00,59.47,7.32,14.58,0.00
1767347014.7823875,0,0.0000,0.00,0.00,0,0,,0.00,59.47,7.32,14.58,0.00
1767347014.9059522,0,0.0000,0.00,0.00,0,0,,0.00,59.47,7.32,14.58,0.00
1767347015.031096,0,0.0000,0.00,0.00,0,0,,0.00,59.47,7.32,14.58,0.00
1767347015.1719794,0,0.0000,0.00,0.00,0,0,,0.00,59.98,7.32,14.58,0.00
1767347015.2986803,0,0.0000,0.00,0.00,0,0,,0.00,59.98,7.54,14.58,0.00
1767347015.4413896,0,0.0000,0.00,0.00,0,0,,0.00,59.98,7.54,14.58,0.00
1767347015.5752246,0,0.0000,0.00,0.00,0,0,,0.00,59.98,7.54,14.58,0.00
1767347015.717373,0,0.0000,0.00,0.00,0,0,,0.00,59.98,7.54,13.80,0.00
1767347015.8733487,0,0.0000,0.00,0.00,0,0,,0.00,59.98,7.54,13.80,0.00
1767347016.0005403,0,0.0000,0.00,0.00,0,0,,0.00,59.98,7.54,13.80,0.00
1767347016.1305418,0,0.0000,0.00,0.00,0,0,,0.00,59.34,7.54,13.80,0.00
1767347016.2808633,0,0.0000,0.00,0.00,0,0,,0.00,59.34,7.54,13.80,0.00
1767347016.4054747,0,0.0000,0.00,0.00,0,0,,0.00,59.34,7.23,13.80,0.00
1767347016.5479195,0,0.0000,0.00,0.00,0,0,,0.00,59.34,7.23,13.80,0.00
1767347016.677499,0,0.0000,0.00,0.00,0,0,,0.00,59.34,7.23,14.74,0.00
1767347016.8114073,0,0.0000,0.00,0.00,0,0,,0.00,59.34,7.23,14.74,0.00
1767347016.9373078,0,0.0000,0.00,0.00,0,0,,0.00,59.34,7.23,14.74,0.00
1767347017.1091275,0,0.0000,0.00,0.00,0,0,,0.00,59.34,7.23,14.74,0.00
1767347017.234918,0,0.0000,0.00,0.00,0,0,,0.00,58.09,7.23,14.74,0.00
1767347017.3735263,0,0.0000,0.00,0.00,0,0,,0.00,58.09,7.23,14.74,0.00
1767347017.5006413,0,0.0000,0.00,0.00,0,0,,0.00,58.09,7.30,14.74,0.00
1767347017.6446831,0,0.0000,0.00,0.00,0,0,,0.00,58.09,7.30,14.74,0.00
1767347017.7668507,0,0.0000,0.00,0.00,0,0,,0.00,58.09,7.30,14.27,0.00
1767347017.9064507,0,0.0000,0.00,0.00,0,0,,0.00,58.09,7.30,14.27,0.00
1767347018.0770526,0,0.0000,0.00,0.00,0,0,,0.00,58.09,7.30,14.27,0.00
1767347018.2127476,0,0.0000,0.00,0.00,0,0,,0.00,62.42,7.30,14.27,0.00
1767347018.3460958,0,0.0000,0.00,0.00,0,0,,0.00,62.42,7.30,14.27,0.00
1767347018.468675,0,0.0000,0.00,0.00,0,0,,0.00,62.42,7.30,14.27,0.00
1767347018.6097472,0,0.0000,0.00,0.00,0,0,,0.00,62.42,7.21,14.27,0.00
1767347018.7382472,0,0.0000,0.00,0.00,0,0,,0.00,62.42,7.21,14.72,0.00
1767347018.9035525,0,0.0000,0.00,0.00,0,0,,0.00,62.42,7.21,14.72,0.00
1767347019.0300376,0,0.0000,0.00,0.00,0,0,,0.00,62.42,7.21,14.72,0.00
1767347019.1751206,0,0.0000,0.00,0.00,0,0,,0.00,62.42,7.21,14.72,0.00
1767347019.2967875,0,0.0000,0.00,0.00,0,0,,0.00,57.83,7.21,14.72,0.00
1767347019.438533,0,0.0000,0.00,0.00,0,0,,0.00,57.83,7.21,14.72,0.00
1767347019.5760198,0,0.0000,0.00,0.00,0,0,,0.00,57.83,7.21,14.72,0.00
1767347019.7045019,0,0.0000,0.00,0.00,0,0,,0.00,57.83,7.31,14.72,0.00
1767347019.843227,0,0.0000,0.00,0.00,0,0,,0.00,57.83,7.31,14.41,0.00
1767347019.9693074,0,0.0000,0.00,0.00,0,0,,0.00,57.83,7.31,14.41,0.00
1767347020.0969357,0,0.0000,0.00,0.00,0,0,,0.00,57.83,7.31,14.41,0.00
1767347020.2539117,0,0.0000,0.00,0.00,0,0,,0.00,61.76,7.31,14.41,0.00
1767347020.403459,0,0.0000,0.00,0.00,0,0,,0.00,61.76,7.31,14.41,0.00
1767347020.5454156,0,0.0000,0.00,0.00,0,0,,0.00,61.76,7.31,14.41,0.00
1767347020.670813,0,0.0000,0.00,0.00,0,0,,0.00,61.76,7.31,14.41,0.00
1767347020.7975738,0,0.0000,0.00,0.00,0,0,,0.00,61.76,7.32,14.74,0.00
1767347020.9282637,0,0.0000,0.00,0.00,0,0,,0.00,61.76,7.32,14.74,0.00
1767347021.0651603,0,0.0000,0.00,0.00,0,0,,0.00,61.76,7.32,14.74,0.00
1767347021.1827486,0,0.0000,0.00,0.00,0,0,,0.00,61.76,7.32,14.74,0.00
1767347021.3097954,0,0.0000,0.00,0.00,0,0,,0.00,61.43,7.32,14.74,0.00
1767347021.4448867,0,0.0000,0.00,0.00,0,0,,0.00,61.43,7.32,14.74,0.00
1767347021.5874753,0,0.0000,0.00,0.00,0,0,,0.00,61.43,7.32,14.74,0.00
1767347021.7299287,0,0.0000,0.00,0.00,0,0,,0.00,61.43,7.32,14.74,0.00
1767347021.8600457,0,0.0000,0.00,0.00,0,0,,0.00,61.43,7.53,14.88,0.00
1767347021.9878364,0,0.0000,0.00,0.00,0,0,,0.00,61.43,7.53,14.88,0.00
1767347022.1304526,0,0.0000,0.00,0.00,0,0,,0.00,61.43,7.53,14.88,0.00
1767347022.2590687,0,0.0000,0.00,0.00,0,0,,0.00,61.43,7.53,14.88,0.00
1767347022.4088585,0,0.0000,0.00,0.00,0,0,,0.00,57.18,7.53,14.88,0.00
1767347022.5612292,0,0.0000,0.00,0.00,0,0,,0.00,57.18,7.53,14.88,0.00
1767347022.701014,0,0.0000,0.00,0.00,0,0,,0.00,57.18,7.53,14.88,0.00
1767347022.8437126,0,0.0000,0.00,0.00,0,0,,0.00,57.18,7.53,13.75,0.00
1767347022.97113,0,0.0000,0.00,0.00,0,0,,0.00,57.18,7.20,13.75,0.00
1767347023.1387715,0,0.0000,0.00,0.00,0,0,,0.00,57.18,7.20,13.75,0.00
1767347023.2879362,0,0.0000,0.00,0.00,0,0,,0.00,57.18,7.20,13.75,0.00
1767347023.4082472,0,0.0000,0.00,0.00,0,0,,0.00,58.33,7.20,13.75,0.00
1767347023.5619965,0,0.0000,0.00,0.00,0,0,,0.00,58.33,7.20,13.75,0.00
1767347023.7023518,0,0.0000,0.00,0.00,0,0,,0.00,58.33,7.20,13.75,0.00
1767347023.8301263,0,0.0000,0.00,0.00,0,0,,0.00,58.33,7.20,13.99,0.00
1767347023.968357,0,0.0000,0.00,0.00,0,0,,0.00,58.33,7.20,13.99,0.00
1767347024.1077557,0,0.0000,0.00,0.00,0,0,,0.00,58.33,7.04,13.99,0.00
1767347024.232976,0,0.0000,0.00,0.00,0,0,,0.00,58.33,7.04,13.99,0.00
1767347024.3792982,0,0.0000,0.00,0.00,0,0,,0.00,63.72,7.04,13.99,0.00
1767347024.5271957,0,0.0000,0.00,0.00,0,0,,0.00,63.72,7.04,13.99,0.00
1767347024.6881497,0,0.0000,0.00,0.00,0,0,,0.00,63.72,7.04,13.99,0.00
1767347024.8200524,0,0.0000,0.00,0.00,0,0,,0.00,63.72,7.04,13.99,0.00
1767347024.9470751,0,0.0000,0.00,0.00,0,0,,0.00,63.72,7.04,14.00,0.00
1767347025.0949473,0,0.0000,0.00,0.00,0,0,,0.00,63.72,7.04,14.00,0.00
1767347025.2326086,0,0.0000,0.00,0.00,0,0,,0.00,63.72,7.11,14.00,0.00
1767347025.380087,0,0.0000,0.00,0.00,0,0,,0.00,59.88,7.11,14.00,0.00
1767347025.541318,0,0.0000,0.00,0.00,0,0,,0.00,59.88,7.11,14.00,0.00
1767347025.680726,0,0.0000,0.00,0.00,0,0,,0.00,59.88,7.11,14.00,0.00
1767347025.814137,0,0.0000,0.00,0.00,0,0,,0.00,59.88,7.11,14.00,0.00
1767347025.9466834,0,0.0000,0.00,0.00,0,0,,0.00,59.88,7.11,14.43,0.00
1767347026.1041808,0,0.0000,0.00,0.00,0,0,,0.00,59.88,7.11,14.43,0.00
1767347026.2166436,0,0.0000,0.00,0.00,0,0,,0.00,59.88,7.11,14.43,0.00
1767347026.3702252,0,0.0000,0.00,0.00,0,0,,0.00,59.88,7.03,14.43,0.00
1767347026.4980578,0,0.0000,0.00,0.00,0,0,,0.00,58.42,7.03,14.43,0.00
1767347026.624761,0,0.0000,0.00,0.00,0,0,,0.00,58.42,7.03,14.43,0.00
1767347026.7796533,0,0.0000,0.00,0.00,0,0,,0.00,58.42,7.03,14.43,0.00
1767347026.9038193,0,0.0000,0.00,0.00,0,0,,0.00,58.42,7.03,14.43,0.00
1767347027.048984,0,0.0000,0.00,0.00,0,0,,0.00,58.42,7.03,14.36,0.00
1767347027.1727023,0,0.0000,0.00,0.00,0,0,,0.00,58.42,7.03,14.36,0.00
1767347027.313366,0,0.0000,0.00,0.00,0,0,,0.00,58.42,7.03,14.36,0.00
1767347027.4443429,0,0.0000,0.00,0.00,0,0,,0.00,61.65,7.45,14.36,0.00
1767347027.6077676,0,0.0000,0.00,0.00,0,0,,0.00,61.65,7.45,14.36,0.00
1767347027.7345436,0,0.0000,0.00,0.00,0,0,,0.00,61.65,7.45,14.36,0.00
1767347027.8854172,0,0.0000,0.00,0.00,0,0,,0.00,61.65,7.45,14.36,0.00
1767347028.0199585,0,0.0000,0.00,0.00,0,0,,0.00,61.65,7.45,14.65,0.00
1767347028.150342,0,0.0000,0.00,0.00,0,0,,0.00,61.65,7.45,14.65,0.00
1767347028.295813,0,0.0000,0.00,0.00,0,0,,0.00,61.65,7.45,14.65,0.00
1767347028.4399173,0,0.0000,0.00,0.00,0,0,,0.00,61.65,7.45,14.65,0.00
1767347028.5772119,0,0.0000,0.00,0.00,0,0,,0.00,57.99,7.06,14.65,0.00
1767347028.7033966,0,0.0000,0.00,0.00,0,0,,0.00,57.99,7.06,14.65,0.00
1767347028.8427668,0,0.0000,0.00,0.00,0,0,,0.00,57.99,7.06,14.65,0.00
1767347028.9694786,0,0.0000,0.00,0.00,0,0,,0.00,57.99,7.06,14.65,0.00
1767347029.1095703,0,0.0000,0.00,0.00,0,0,,0.00,57.99,7.06,14.40,0.00
1767347029.234278,0,0.0000,0.00,0.00,0,0,,0.00,57.99,7.06,14.40,0.00
1767347029.3604877,0,0.0000,0.00,0.00,0,0,,0.00,57.99,7.06,14.40,0.00
1767347029.5110893,0,0.0000,0.00,0.00,0,0,,0.00,62.18,7.06,14.40,0.00
1767347029.6397605,0,0.0000,0.00,0.00,0,0,,0.00,62.18,7.53,14.40,0.00
1767347029.765564,0,0.0000,0.00,0.00,0,0,,0.00,62.18,7.53,14.40,0.00
1767347029.903705,0,0.0000,0.00,0.00,0,0,,0.00,62.18,7.53,14.40,0.00
1767347030.0306478,0,0.0000,0.00,0.00,0,0,,0.00,62.18,7.53,14.40,0.00
1767347030.1718512,0,0.0000,0.00,0.00,0,0,,0.00,62.18,7.53,14.14,0.00
1767347030.310377,0,0.0000,0.00,0.00,0,0,,0.00,62.18,7.53,14.14,0.00
1767347030.4459915,0,0.0000,0.00,0.00,0,0,,0.00,62.18,7.53,14.14,0.00
1767347030.5686612,0,0.0000,0.00,0.00,0,0,,0.00,60.86,7.53,14.14,0.00
1767347030.7096982,0,0.0000,0.00,0.00,0,0,,0.00,60.86,7.48,14.14,0.00
1767347030.8395367,0,0.0000,0.00,0.00,0,0,,0.00,60.86,7.48,14.14,0.00
1767347030.970319,0,0.0000,0.00,0.00,0,0,,0.00,60.86,7.48,14.14,0.00
1767347031.092811,0,0.0000,0.00,0.00,0,0,,0.00,60.86,7.48,14.14,0.00
1767347031.2337973,0,0.0000,0.00,0.00,0,0,,0.00,60.86,7.48,15.06,0.00
1767347031.3631554,0,0.0000,0.00,0.00,0,0,,0.00,60.86,7.48,15.06,0.00
1767347031.4974086,0,0.0000,0.00,0.00,0,0,,0.00,60.86,7.48,15.06,0.00
1767347031.6189342,0,0.0000,0.00,0.00,0,0,,0.00,56.45,7.48,15.06,0.00
