ts,has_bbox,conf,cx,cy,w,h,active_zone,zone_timer_sec,fps_receiver,fps_infer,fps_stream,jitter_px
1767308764.6156769,0,0.0000,0.00,0.00,0,0,,0.00,62.65,6.54,7.47,0.00
1767308764.75383,0,0.0000,0.00,0.00,0,0,,0.00,62.65,6.54,7.47,0.00
1767308764.882756,0,0.0000,0.00,0.00,0,0,,0.00,62.65,6.54,7.47,0.00
1767308765.0110676,0,0.0000,0.00,0.00,0,0,,0.00,62.65,6.54,7.47,0.00
1767308765.1489432,0,0.0000,0.00,0.00,0,0,,0.00,62.65,6.54,7.47,0.00
1767308765.277513,0,0.0000,0.00,0.00,0,0,,0.00,62.65,7.62,7.47,0.00
1767308765.4138525,0,0.0000,0.00,0.00,0,0,,0.00,62.65,7.62,9.52,0.00
1767308765.5467007,0,0.0000,0.00,0.00,0,0,,0.00,62.65,7.62,9.52,0.00
1767308765.6971507,0,0.0000,0.00,0.00,0,0,,0.00,59.29,7.62,9.52,0.00
1767308765.819573,0,0.0000,0.00,0.00,0,0,,0.00,59.29,7.62,9.52,0.00
1767308765.9456992,0,0.0000,0.00,0.00,0,0,,0.00,59.29,7.62,9.52,0.00
1767308766.0857573,0,0.0000,0.00,0.00,0,0,,0.00,59.29,7.62,9.52,0.00
1767308766.2120602,0,0.0000,0.00,0.00,0,0,,0.00,59.29,7.62,9.52,0.00
1767308766.3558502,0,0.0000,0.00,0.00,0,0,,0.00,59.29,7.42,9.52,0.00
1767308766.48079,0,0.0000,0.00,0.00,0,0,,0.00,59.29,7.42,8.35,0.00
1767308766.6183553,0,0.0000,0.00,0.00,0,0,,0.00,59.29,7.42,8.35,0.00
1767308766.745757,0,0.0000,0.00,0.00,0,0,,0.00,61.21,7.42,8.35,0.00
1767308766.8807018,0,0.0000,0.00,0.00,0,0,,0.00,61.21,7.42,8.35,0.00
1767308767.0306456,0,0.0000,0.00,0.00,0,0,,0.00,61.21,7.42,8.35,0.00
1767308767.1513996,0,0.0000,0.00,0.00,0,0,,0.00,61.21,7.42,8.35,0.00
1767308767.3252244,0,0.0000,0.00,0.00,0,0,,0.00,61.21,7.42,8.35,0.00
1767308767.4350686,0,0.0000,0.00,0.00,0,0,,0.00,61.21,7.41,8.35,0.00
1767308767.5590756,0,0.0000,0.00,0.00,0,0,,0.00,61.21,7.41,10.19,0.00
1767308767.6849444,0,0.0000,0.00,0.00,0,0,,0.00,61.21,7.41,10.19,0.00
1767308767.823393,0,0.0000,0.00,0.00,0,0,,0.00,59.09,7.41,10.19,0.00
1767308767.9609914,0,0.0000,0.00,0.00,0,0,,0.00,59.09,7.41,10.19,0.00
1767308768.113778,0,0.0000,0.00,0.00,0,0,,0.00,59.09,7.41,10.19,0.00
1767308768.250878,0,0.0000,0.00,0.00,0,0,,0.00,59.09,7.41,10.19,0.00
1767308768.3553705,0,0.0000,0.00,0.00,0,0,,0.00,59.09,7.41,10.19,0.00
1767308768.4844313,0,0.0000,0.00,0.00,0,0,,0.00,59.09,7.62,10.19,0.00
1767308768.6531332,0,0.0000,0.00,0.00,0,0,,0.00,59.09,7.62,10.48,0.00
1767308768.887821,0,0.0000,0.00,0.00,0,0,,0.00,60.26,7.62,10.48,0.00
1767308769.0232518,0,0.0000,0.00,0.00,0,0,,0.00,60.26,7.62,10.48,0.00
1767308769.152181,0,0.0000,0.00,0.00,0,0,,0.00,60.26,7.62,10.48,0.00
1767308769.2799351,0,0.0000,0.00,0.00,0,0,,0.00,60.26,7.62,10.48,0.00
1767308769.4173653,0,0.0000,0.00,0.00,0,0,,0.00,60.26,7.62,10.48,0.00
